,EVALUATION_METRICS,CONFORMITY_DIST_MEANING,RECOMMENDER,CONFORMITY,TRADEOFF,DISTRIBUTION_LABEL,CALIBRATION_MEASURE,RELEVANCE,SELECTOR_LABEL,TRADEOFF_WEIGHT,COMBINATION
1,0.32499281183536527,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
0,0.3229679039055226,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
1,0.3287117199494454,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
0,0.31928722140001187,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
1,0.33649322062782283,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
0,0.322849620927645,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
1,0.3234607766648823,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
0,0.326042945851758,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
1,0.3331943766533503,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
0,0.31928722140001187,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
1,0.315857968881402,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
0,0.3206265740174813,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
1,0.32115628497924936,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
0,0.322849620927645,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
1,0.3222394575066323,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
0,0.3317321629427639,USERS_CAND_ITEMS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
1,0.3255619912685105,USERS_REC_LISTS,SVD,FCM,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-FCM-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
1,0.34489157328265707,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
1,0.34587517832952286,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
1,0.32196701400085215,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
1,0.34644325880547616,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
1,0.3460218117165693,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
1,0.347034298270009,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
1,0.3460768854681682,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
1,0.3446698518903048,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
1,0.3443131322149655,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
1,0.34528055477525743,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
1,0.3444994424310053,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
1,0.3440069136951021,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
0,0.32856535299838896,USERS_CAND_ITEMS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
1,0.34587517832952286,USERS_REC_LISTS,SVD,BIRCH,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-BIRCH-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
0,0.3150405134437779,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
1,0.28905703275210853,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
0,0.32305555034850925,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
1,0.308636127558679,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
0,0.31292249280554985,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
1,0.28182408100051526,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
0,0.2793308048531009,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
1,0.29378820691990265,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
0,0.31977889918872093,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
1,0.30742970022601374,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
0,0.27369702573182475,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
1,0.32571574618830496,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
0,0.2689713850513353,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
1,0.3187696624011644,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
0,0.32443040017258645,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
1,0.33517620486279964,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
0,0.2755197002906538,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
1,0.27948501467587433,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
0,0.26806522130728105,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
1,0.249269408931005,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
0,0.3244448386825708,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
1,0.2749883021314232,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
0,0.32070481915890114,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
1,0.3230829335987944,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
0,0.2827346403832085,USERS_CAND_ITEMS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
1,0.29041125273412105,USERS_REC_LISTS,SVD,GAUSSIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-GAUSSIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
0,0.2821491015509043,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
1,0.3107925511854379,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
0,0.3117284348688624,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
1,0.31462081607557696,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
0,0.31674597184479175,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
1,0.3068710118456772,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
0,0.3258430409531505,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
1,0.30147527995391465,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
0,0.2857490195655267,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
1,0.3102406059609765,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
0,0.27844518125436063,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
1,0.304650758034839,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
0,0.3045787917310301,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
1,0.3002783610037428,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
0,0.2875573188201305,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
1,0.3022406733586577,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
0,0.29185722284683213,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
1,0.3158004795202439,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
0,0.3255058149272301,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
1,0.3245529231812322,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
0,0.31559429070207334,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
1,0.29963765031559775,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
0,0.2932779142660737,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
1,0.2754148154711488,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.9,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.9
0,0.31008271475113475,USERS_CAND_ITEMS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
1,0.2864792361383688,USERS_REC_LISTS,SVD,BAYESIAN,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@1.0,SVD-BAYESIAN-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@1.0
0,0.39644941304476,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
1,0.42511953759391397,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,VAR,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-VAR
0,0.39768526980992946,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
1,0.4239522303690789,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,CGR,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-CGR
0,0.39463296776039747,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
1,0.41093736696298505,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.0,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.0
0,0.3977649972022026,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
1,0.41719228874472963,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.1,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.1
0,0.3950322577253964,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
1,0.4194859785343516,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.2,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.2
0,0.39741559336338456,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
1,0.41767640780923754,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.3,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.3
0,0.39416200330354073,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
1,0.420634947211148,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.4,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.4
0,0.39628819072891447,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
1,0.4203169451481981,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.5,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.5
0,0.39916372533847205,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
1,0.4213631019701827,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.6,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.6
0,0.39891847103771716,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
1,0.4233991913985561,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.7,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.7
0,0.3975461486006884,USERS_CAND_ITEMS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
1,0.4186664910281894,USERS_REC_LISTS,SVD,IF,LIN,CWS,VICIS_EMANON2,NDCG,SURROGATE,C@0.8,SVD-IF-LIN-CWS-VICIS_EMANON2-NDCG-SURROGATE-C@0.8
